step,active_trains,avg_speed,congestion_index,overtake_events,junction_conflicts,dynamic_switches
266,2,17.5,0.6022727272727273,0,0,0
267,2,18.0,0.5909090909090908,0,0,0
268,2,18.5,0.5795454545454546,0,0,0
269,2,19.0,0.5681818181818181,0,0,0
270,2,19.5,0.5568181818181819,0,0,0
271,2,20.0,0.5454545454545454,0,0,0
272,2,20.5,0.5340909090909092,0,0,0
273,2,21.0,0.5227272727272727,0,0,0
274,2,21.5,0.5113636363636364,0,0,0
275,2,22.0,0.5,0,0,0
276,2,22.5,0.48863636363636365,0,0,0
277,2,23.0,0.4772727272727273,0,0,0
278,2,23.5,0.46590909090909094,0,0,0
279,2,24.0,0.4545454545454546,0,0,0
280,2,24.5,0.44318181818181823,0,0,0
281,2,25.0,0.43181818181818177,0,0,0
282,2,25.5,0.4204545454545454,0,0,0
283,2,26.0,0.40909090909090906,0,0,0
284,2,26.5,0.3977272727272727,0,0,0
285,2,27.0,0.38636363636363635,0,0,0
286,2,27.5,0.375,0,0,0
287,2,28.0,0.36363636363636365,0,0,0
288,2,28.5,0.3522727272727273,0,0,0
289,2,29.0,0.34090909090909094,0,0,0
290,2,29.0,0.34090909090909094,0,0,0
291,2,29.0,0.34090909090909094,0,0,0
292,2,29.0,0.34090909090909094,0,0,0
293,2,29.0,0.34090909090909094,0,0,0
294,2,29.0,0.34090909090909094,0,0,0
295,2,29.0,0.34090909090909094,0,0,0
296,2,29.0,0.34090909090909094,0,0,0
297,2,29.0,0.34090909090909094,0,0,0
298,2,29.0,0.34090909090909094,0,0,0
299,2,29.0,0.34090909090909094,0,0,0
300,2,29.0,0.34090909090909094,0,0,0
301,2,29.0,0.34090909090909094,0,0,0
302,2,29.0,0.34090909090909094,0,0,0
303,2,29.0,0.34090909090909094,0,0,0
304,2,29.0,0.34090909090909094,0,0,0
305,2,29.0,0.34090909090909094,0,0,0
306,2,29.0,0.34090909090909094,0,0,0
307,2,29.0,0.34090909090909094,0,0,0
308,2,29.0,0.34090909090909094,0,0,0
309,2,29.0,0.34090909090909094,0,0,0
310,2,29.0,0.34090909090909094,0,0,0
311,2,29.0,0.34090909090909094,0,0,0
312,2,29.0,0.34090909090909094,0,0,0
313,2,29.0,0.34090909090909094,0,0,0
314,2,29.0,0.34090909090909094,0,0,0
315,2,29.0,0.34090909090909094,0,0,0
316,2,29.0,0.34090909090909094,0,0,0
317,2,29.0,0.34090909090909094,0,0,0
318,2,29.0,0.34090909090909094,0,0,0
319,2,29.0,0.34090909090909094,0,0,0
320,2,29.0,0.34090909090909094,0,0,0
321,2,29.0,0.34090909090909094,0,0,0
322,2,29.0,0.34090909090909094,0,0,0
323,2,29.0,0.34090909090909094,0,0,0
324,2,29.0,0.34090909090909094,0,0,0
325,2,29.0,0.34090909090909094,0,0,0
326,2,29.0,0.34090909090909094,0,0,0
327,2,29.0,0.34090909090909094,0,0,0
328,2,29.0,0.34090909090909094,0,0,0
329,2,29.0,0.34090909090909094,0,0,0
330,2,29.0,0.34090909090909094,0,0,0
331,2,29.0,0.34090909090909094,0,0,0
332,2,29.0,0.34090909090909094,0,0,0
333,2,29.0,0.34090909090909094,0,0,0
334,2,29.0,0.34090909090909094,0,0,0
335,2,29.0,0.34090909090909094,0,0,0
336,2,29.0,0.34090909090909094,0,0,0
337,2,29.0,0.34090909090909094,0,0,0
338,2,29.0,0.34090909090909094,0,0,0
339,2,29.0,0.34090909090909094,0,0,0
340,2,29.0,0.34090909090909094,0,0,0
341,2,29.0,0.34090909090909094,0,0,0
342,2,29.0,0.34090909090909094,0,0,0
343,2,29.0,0.34090909090909094,0,0,0
344,2,29.0,0.34090909090909094,0,0,0
345,2,29.0,0.34090909090909094,0,0,0
346,2,29.0,0.34090909090909094,0,0,0
347,2,29.0,0.34090909090909094,0,0,0
348,2,29.0,0.34090909090909094,0,0,0
349,2,29.0,0.34090909090909094,0,0,0
350,2,29.0,0.34090909090909094,0,0,0
351,2,29.0,0.34090909090909094,0,0,0
352,2,29.0,0.34090909090909094,0,0,0
353,2,29.0,0.34090909090909094,0,0,0
354,2,29.0,0.34090909090909094,0,0,0
355,2,29.0,0.34090909090909094,0,0,0
356,2,29.0,0.34090909090909094,0,0,0
357,2,29.0,0.34090909090909094,0,0,0
358,2,29.0,0.34090909090909094,0,0,0
359,2,29.0,0.34090909090909094,0,0,0
360,2,29.0,0.34090909090909094,0,0,0
361,2,29.0,0.34090909090909094,0,0,0
362,2,29.0,0.34090909090909094,0,0,0
363,2,29.0,0.34090909090909094,0,0,0
364,2,29.0,0.34090909090909094,0,0,0
365,2,29.0,0.34090909090909094,0,0,0
366,2,29.0,0.34090909090909094,0,0,0
367,2,29.0,0.34090909090909094,0,0,0
368,2,29.0,0.34090909090909094,0,0,0
369,2,29.0,0.34090909090909094,0,0,0
370,2,29.0,0.34090909090909094,0,0,0
371,2,29.0,0.34090909090909094,0,0,0
372,2,29.0,0.34090909090909094,0,0,0
373,2,29.0,0.34090909090909094,0,0,0
374,2,29.0,0.34090909090909094,0,0,0
375,2,29.0,0.34090909090909094,0,0,0
376,2,29.0,0.34090909090909094,0,0,0
377,2,29.0,0.34090909090909094,0,0,0
378,2,29.0,0.34090909090909094,0,0,0
379,2,29.0,0.34090909090909094,0,0,0
380,2,29.0,0.34090909090909094,0,0,0
381,2,29.0,0.34090909090909094,0,0,0
382,2,29.0,0.34090909090909094,0,0,0
383,2,29.0,0.34090909090909094,0,0,0
384,2,29.0,0.34090909090909094,0,0,0
385,2,29.0,0.34090909090909094,0,0,0
386,2,29.0,0.34090909090909094,0,0,0
387,2,29.0,0.34090909090909094,0,0,0
388,2,29.0,0.34090909090909094,0,0,0
389,2,29.0,0.34090909090909094,0,0,0
390,2,29.0,0.34090909090909094,0,0,0
391,2,29.0,0.34090909090909094,0,0,0
392,2,29.0,0.34090909090909094,0,0,0
393,2,29.0,0.34090909090909094,0,0,0
394,2,29.0,0.34090909090909094,0,0,0
395,2,29.0,0.34090909090909094,0,0,0
396,2,29.0,0.34090909090909094,0,0,0
397,2,29.0,0.34090909090909094,0,0,0
398,2,29.0,0.34090909090909094,0,0,0
399,2,29.0,0.34090909090909094,0,0,0
400,2,29.0,0.34090909090909094,0,0,0
401,2,29.0,0.34090909090909094,0,0,0
402,2,29.0,0.34090909090909094,0,0,0
403,2,29.0,0.34090909090909094,0,0,0
404,2,29.0,0.34090909090909094,0,0,0
405,2,29.0,0.34090909090909094,0,0,0
406,2,29.0,0.34090909090909094,0,0,0
407,2,29.0,0.34090909090909094,0,0,0
408,2,29.0,0.34090909090909094,0,0,0
409,2,29.0,0.34090909090909094,0,0,0
410,2,29.0,0.34090909090909094,0,0,0
411,2,29.0,0.34090909090909094,0,0,0
412,2,29.0,0.34090909090909094,0,0,0
413,2,29.0,0.34090909090909094,0,0,0
414,2,29.0,0.34090909090909094,0,0,0
415,2,29.0,0.34090909090909094,0,0,0
416,2,29.0,0.34090909090909094,0,0,0
417,2,29.0,0.34090909090909094,0,0,0
418,2,29.0,0.34090909090909094,0,0,0
419,2,29.0,0.34090909090909094,0,0,0
420,2,29.0,0.34090909090909094,0,0,0
421,2,29.0,0.34090909090909094,0,0,0
422,2,29.0,0.34090909090909094,0,0,0
423,2,29.0,0.34090909090909094,0,0,0
424,2,29.0,0.34090909090909094,0,0,0
425,2,29.0,0.34090909090909094,0,0,0
426,2,29.0,0.34090909090909094,0,0,0
427,2,29.0,0.34090909090909094,0,0,0
428,2,29.0,0.34090909090909094,0,0,0
429,2,29.0,0.34090909090909094,0,0,0
430,2,29.0,0.34090909090909094,0,0,0
431,2,29.0,0.34090909090909094,0,0,0
432,2,29.0,0.34090909090909094,0,0,0
433,2,29.0,0.34090909090909094,0,0,0
434,2,29.0,0.34090909090909094,0,0,0
435,2,29.0,0.34090909090909094,0,0,0
436,2,29.0,0.34090909090909094,0,0,0
437,2,29.0,0.34090909090909094,0,0,0
438,2,29.0,0.34090909090909094,0,0,0
439,2,29.0,0.34090909090909094,0,0,0
440,2,29.0,0.34090909090909094,0,0,0
441,2,29.0,0.34090909090909094,0,0,0
442,2,29.0,0.34090909090909094,0,0,0
443,2,29.0,0.34090909090909094,0,0,0
444,2,29.0,0.34090909090909094,0,0,0
445,2,29.0,0.34090909090909094,0,0,0
446,2,29.0,0.34090909090909094,0,0,0
447,2,29.0,0.34090909090909094,0,0,0
448,2,29.0,0.34090909090909094,0,0,0
449,2,29.0,0.34090909090909094,0,0,0
450,2,29.0,0.34090909090909094,0,0,0
451,2,29.0,0.34090909090909094,0,0,0
452,2,29.0,0.34090909090909094,0,0,0
453,2,29.0,0.34090909090909094,0,0,0
454,2,29.0,0.34090909090909094,0,0,0
455,2,29.0,0.34090909090909094,0,0,0
456,2,29.0,0.34090909090909094,0,0,0
457,2,29.0,0.34090909090909094,0,0,0
458,2,29.0,0.34090909090909094,0,0,0
459,2,29.0,0.34090909090909094,0,0,0
460,2,29.0,0.34090909090909094,0,0,0
461,2,29.0,0.34090909090909094,0,0,0
462,2,29.0,0.34090909090909094,0,0,0
463,2,29.0,0.34090909090909094,0,0,0
464,2,29.0,0.34090909090909094,0,0,0
465,2,29.0,0.34090909090909094,0,0,0
466,2,29.0,0.34090909090909094,0,0,0
467,2,29.0,0.34090909090909094,0,0,0
468,2,29.0,0.34090909090909094,0,0,0
469,2,29.0,0.34090909090909094,0,0,0
470,2,29.0,0.34090909090909094,0,0,0
471,2,29.0,0.34090909090909094,0,0,0
472,2,29.0,0.34090909090909094,0,0,0
473,2,29.0,0.34090909090909094,0,0,0
474,2,29.0,0.34090909090909094,0,0,0
475,2,29.0,0.34090909090909094,0,0,0
476,2,29.0,0.34090909090909094,0,0,0
477,2,29.0,0.34090909090909094,0,0,0
478,2,29.0,0.34090909090909094,0,0,0
479,2,29.0,0.34090909090909094,0,0,0
480,2,29.0,0.34090909090909094,0,0,0
481,2,29.0,0.34090909090909094,0,0,0
482,2,29.0,0.34090909090909094,0,0,0
483,2,29.0,0.34090909090909094,0,0,0
484,2,29.0,0.34090909090909094,0,0,0
485,2,29.0,0.34090909090909094,0,0,0
486,2,29.0,0.34090909090909094,0,0,0
487,2,29.0,0.34090909090909094,0,0,0
488,2,29.0,0.34090909090909094,0,0,0
489,2,29.0,0.34090909090909094,0,0,0
490,2,29.0,0.34090909090909094,0,0,0
491,2,29.0,0.34090909090909094,0,0,0
492,2,29.0,0.34090909090909094,0,0,0
493,3,19.333333333333332,0.5606060606060606,0,0,0
494,3,19.666666666666668,0.553030303030303,0,0,0
495,3,20.0,0.5454545454545454,0,0,0
496,3,20.333333333333332,0.5378787878787878,0,0,0
497,3,20.666666666666668,0.5303030303030303,0,0,0
498,3,21.0,0.5227272727272727,0,0,0
499,3,21.333333333333332,0.5151515151515151,0,0,0
500,3,21.666666666666668,0.5075757575757576,0,0,0
501,3,22.0,0.5,0,0,0
502,3,22.333333333333332,0.49242424242424243,0,0,0
503,3,22.666666666666668,0.48484848484848486,0,0,0
504,3,23.0,0.4772727272727273,0,0,0
505,3,23.333333333333332,0.4696969696969697,0,0,0
506,3,23.666666666666668,0.46212121212121204,0,0,0
507,3,24.0,0.4545454545454546,0,0,0
508,3,24.333333333333332,0.446969696969697,0,0,0
509,3,24.666666666666668,0.43939393939393934,0,0,0
510,3,25.0,0.43181818181818177,0,0,0
511,3,25.333333333333332,0.4242424242424243,0,0,0
512,3,25.666666666666668,0.41666666666666663,0,0,0
513,3,26.0,0.40909090909090906,0,0,0
514,3,26.333333333333332,0.4015151515151515,0,0,0
515,3,26.666666666666668,0.3939393939393939,0,0,0
516,3,27.0,0.38636363636363635,0,0,0
517,3,27.333333333333332,0.3787878787878788,0,0,0
518,3,27.666666666666668,0.3712121212121212,0,0,0
519,3,28.0,0.36363636363636365,0,0,0
520,3,28.333333333333332,0.3560606060606061,0,0,0
521,3,28.666666666666668,0.3484848484848485,0,0,0
522,3,29.0,0.34090909090909094,0,0,0
523,3,29.333333333333332,0.33333333333333337,0,0,0
524,3,29.666666666666668,0.3257575757575757,0,0,0
525,3,30.0,0.31818181818181823,0,0,0
526,3,30.333333333333332,0.31060606060606066,0,0,0
527,3,30.666666666666668,0.303030303030303,0,0,0
528,3,31.0,0.2954545454545454,0,0,0
529,3,31.333333333333332,0.28787878787878796,0,0,0
530,3,31.333333333333332,0.28787878787878796,0,0,0
531,3,31.333333333333332,0.28787878787878796,0,0,0
532,3,31.333333333333332,0.28787878787878796,0,0,0
533,3,31.333333333333332,0.28787878787878796,0,0,0
534,3,31.333333333333332,0.28787878787878796,0,0,0
535,3,31.333333333333332,0.28787878787878796,0,0,0
536,3,31.333333333333332,0.28787878787878796,0,0,0
537,3,31.333333333333332,0.28787878787878796,0,0,0
538,3,31.333333333333332,0.28787878787878796,0,0,0
539,3,31.333333333333332,0.28787878787878796,0,0,0
540,3,31.333333333333332,0.28787878787878796,0,0,0
541,3,31.333333333333332,0.28787878787878796,0,0,0
542,3,31.333333333333332,0.28787878787878796,0,0,0
543,3,31.333333333333332,0.28787878787878796,0,0,0
544,3,31.333333333333332,0.28787878787878796,0,0,0
545,3,31.333333333333332,0.28787878787878796,0,0,0
546,3,31.333333333333332,0.28787878787878796,0,0,0
547,3,31.333333333333332,0.28787878787878796,0,0,0
548,3,31.333333333333332,0.28787878787878796,0,0,0
549,3,31.333333333333332,0.28787878787878796,0,0,0
550,3,31.333333333333332,0.28787878787878796,0,0,0
551,3,31.333333333333332,0.28787878787878796,0,0,0
552,3,31.333333333333332,0.28787878787878796,0,0,0
553,3,31.333333333333332,0.28787878787878796,0,0,0
554,3,31.333333333333332,0.28787878787878796,0,0,0
555,3,31.333333333333332,0.28787878787878796,0,0,0
556,3,31.333333333333332,0.28787878787878796,0,0,0
557,3,31.333333333333332,0.28787878787878796,0,0,0
558,3,31.333333333333332,0.28787878787878796,0,0,0
559,3,31.333333333333332,0.28787878787878796,0,0,0
560,3,31.333333333333332,0.28787878787878796,0,0,0
561,3,31.333333333333332,0.28787878787878796,0,0,0
562,3,31.333333333333332,0.28787878787878796,0,0,0
563,3,31.333333333333332,0.28787878787878796,0,0,0
564,3,31.333333333333332,0.28787878787878796,0,0,0
565,3,31.333333333333332,0.28787878787878796,0,0,0
566,3,31.333333333333332,0.28787878787878796,0,0,0
567,3,31.333333333333332,0.28787878787878796,0,0,0
568,3,31.333333333333332,0.28787878787878796,0,0,0
569,3,31.333333333333332,0.28787878787878796,0,0,0
570,3,31.333333333333332,0.28787878787878796,0,0,0
571,3,31.333333333333332,0.28787878787878796,0,0,0
572,3,31.333333333333332,0.28787878787878796,0,0,0
573,3,31.333333333333332,0.28787878787878796,0,0,0
574,3,31.333333333333332,0.28787878787878796,0,0,0
575,3,31.333333333333332,0.28787878787878796,0,0,0
576,3,31.333333333333332,0.28787878787878796,0,0,0
577,3,31.333333333333332,0.28787878787878796,0,0,0
578,3,31.333333333333332,0.28787878787878796,0,0,0
579,3,31.333333333333332,0.28787878787878796,0,0,0
580,3,31.333333333333332,0.28787878787878796,0,0,0
581,3,31.333333333333332,0.28787878787878796,0,0,0
582,3,31.333333333333332,0.28787878787878796,0,0,0
583,3,31.333333333333332,0.28787878787878796,0,0,0
584,3,31.333333333333332,0.28787878787878796,0,0,0
585,3,31.333333333333332,0.28787878787878796,0,0,0
586,3,31.333333333333332,0.28787878787878796,0,0,0
587,3,31.333333333333332,0.28787878787878796,0,0,0
588,3,31.333333333333332,0.28787878787878796,0,0,0
589,3,31.333333333333332,0.28787878787878796,0,0,0
